product_id,tn
20001,1466.0192316205876
20002,1102.2468871363787
20003,926.7000635666537
20032,669.9154272223565
20004,636.7193688191687
20006,584.6088946405571
20007,574.2234178600797
20005,543.9975455146488
20008,504.5996395634492
20010,479.59922634223295
20009,479.4682945377493
20014,439.36815740913875
20019,431.2281027390513
20011,429.4793041697009
20013,421.597836410076
20012,417.2637795800127
20015,405.30613381080525
20016,381.5699535697548
20017,349.8984405980424
20018,347.6288725180333
20020,321.41668073268767
20021,301.02853995337676
20022,299.79345118031716
20034,279.8701072319254
20023,278.23718516246385
20024,274.828739415505
20026,264.17908000165403
20025,256.1362418286269
20028,246.5286464468719
20027,244.1832225975499
20029,234.63896662518243
20031,229.98617845194667
20030,227.24669114367595
20049,224.63785073839247
20089,219.50726792602708
20060,217.6321139358732
20040,215.3350091912375
20085,213.96457340191174
20048,208.86491186679066
20036,206.6143630389469
20035,195.39649429890767
20033,193.75575268300094
20098,188.4811039637184
20045,186.83154113384109
20038,182.07274828455795
20043,177.637724780732
20047,171.66104994476964
20046,171.36819724778286
20041,168.3171155180568
20044,166.7299262844013
20039,162.99736401179572
20042,162.7564870574673
20053,162.52986296962146
20052,161.7802898697912
20037,158.64069023322696
20051,155.42692694413174
20057,153.2166319010807
20050,150.0111656911593
20110,146.94650080419223
20054,146.2032581056167
20056,143.72454613348896
20059,141.82660004367315
20065,141.787864673352
20064,140.64215661153645
20055,136.64943074757014
20058,135.03852205080426
20061,135.0269040520355
20067,131.18625646876
20062,130.2913354182796
20069,129.99119015047296
20068,128.5918149954565
20063,127.60915117364777
20075,126.62094881332159
20083,126.51536182544105
20084,124.89183279489453
20066,123.73927973240926
20077,123.1725847014139
20070,121.48717533623733
20071,114.54249488287253
20130,114.28515303203176
20078,114.09927877030076
20074,113.71476479095385
20126,113.4627623577984
20072,112.00148983036031
20128,111.03409336277134
20150,109.46941081156777
20076,108.03281503317032
20088,107.01200811278154
20104,106.85676886354764
20081,103.79846823426725
20102,102.76862295228037
20091,101.53096521047851
20073,101.38665048051408
20143,100.33466291839608
20087,100.06711018766681
20141,95.30192354347543
20131,94.8399297575094
20094,94.55109751750425
20093,93.64258438128607
20113,93.13632488943576
20079,92.72753597571841
20082,91.33720838063476
20080,91.06590979750855
20105,90.42107406057697
20099,89.64908241378524
20121,89.1939305544094
20107,88.79733767507001
20095,88.1549300394692
20097,88.0566343890835
20149,86.44572519636164
20101,85.50709727701827
20116,85.42926353929495
20103,85.37214299822756
20112,85.13922443057638
20135,85.07319407129434
20172,84.98226361178013
20109,84.92560781718026
20186,83.14253284402422
20118,82.96522325936472
20159,82.66669833874019
20156,82.43242666791204
20108,81.45412035924993
20106,80.85268132439289
20111,80.39485873295399
20092,80.30925022768822
20100,80.1095796040738
20090,80.04737811255913
20170,79.80843673163855
20096,78.93660328150526
20115,78.13238345995265
20136,76.21916465391436
20086,73.96671113196375
20129,72.83866049249889
20119,72.40209796428856
20117,72.34148670777721
20120,72.30858449107764
20122,72.17907495453353
20147,72.13151216747492
20114,69.73331151267561
20124,69.15111498272628
20125,68.9935117830314
20123,68.65944848591329
20132,66.29261677725337
20154,65.73672236783014
20146,65.0989439049653
20134,64.34863892541244
20164,64.32627212404181
20161,64.26626760476178
20133,62.66489182412686
20137,61.99385629718624
20140,60.06658562481175
20163,60.05419426829421
20142,59.96599003540684
20139,59.60062909010354
20144,59.29973178757974
20223,59.013266485241445
20138,58.448881381684195
20160,56.95927200604137
20199,56.29663852109308
20151,55.81298477429278
20145,55.35026139274531
20158,54.94177077371088
20148,54.29052900533456
20203,52.73968528569099
20155,52.6957624181054
20286,52.13055920573956
20166,51.91393263206954
20178,51.833040371308144
20175,51.578709062265936
20169,51.573228947840505
20195,51.416860527752306
20153,50.199626394309334
20171,50.0200953952273
20157,49.248690931934455
20173,49.11592851110028
20214,49.06268470150113
20152,48.46965342652463
20165,46.720104543607754
20185,45.549963220607694
