product_id,tn
20001,1366.1952356273948
20002,1137.418320718738
20003,734.9557550066256
20004,572.9498423471584
20005,585.6567057208899
20032,539.9589010887246
20009,509.1283013417964
20006,467.9086114081812
20011,395.66042053700704
20007,417.4290791194562
20008,409.28663624096464
20010,410.4034113734241
20014,397.428601675634
20013,390.3247173292277
20015,366.5479762335375
20019,318.2026565281367
20012,320.36043830918436
20016,291.83210915134305
20020,282.49666694062626
20017,282.4989228006026
20022,273.66135763897796
20018,263.83323593416907
20026,237.74194072308327
20021,246.07683378802784
20027,226.99549895672453
20025,219.82123474011615
20023,238.80554187328414
20024,213.06665345849012
20028,207.5789300371462
20031,186.08838040609092
20029,185.1366533559614
20038,174.4423675380649
20049,187.90383715455528
20085,179.51763963842367
20035,167.94130725065725
20047,164.23930569676872
20127,185.13049957775797
20089,177.87437732988025
20037,169.14537428328015
20044,161.5170956594663
20030,139.9531858521762
20042,162.99082451839428
20046,152.76667775265875
20053,147.1452696458694
20045,150.5873871785596
20039,143.57614066181233
20059,137.18261584030884
20054,135.9387399260568
20057,134.37719238005832
20069,131.18976132523647
20061,132.62016163134098
20051,139.67799200613348
20075,122.1342531566608
20050,128.1905652810524
20041,134.62123378575757
20043,130.13836675614138
20063,124.77626118493987
20033,148.47186744821443
20065,123.31724789194485
20071,118.2933332747696
20058,119.64021585581249
20066,116.26522974613434
20070,109.10531199331683
20052,114.90789205014474
20068,110.97565277812976
20084,116.10880309702276
20067,112.08687370133865
20062,101.41529803357761
20076,101.1269729900906
20091,101.4569816317393
20056,104.63772223465699
20073,105.97382849500354
20077,102.08632389454496
20126,101.80932679594846
20055,102.68182309378867
20174,106.06318749585077
20072,94.32068133987426
20150,96.58430618968478
20094,93.85943625875213
20081,92.74129213378032
20130,101.85944519047794
20080,92.88427364875427
20074,91.41833955149829
20116,94.70843718631414
20112,84.04277156879175
20093,81.93253941744221
20121,84.94534911686802
20143,92.85249494401745
20090,81.31639905627956
20135,87.39548184216363
20111,79.14451965991182
20103,76.19515245002228
20082,74.44497615031528
20101,75.95425799176996
20087,79.88391512409359
20107,77.2794007692187
20097,69.96082319295655
20096,76.87100474834709
20170,75.70366657331257
20099,69.9666534755059
20106,70.22267606606894
20122,69.68017955107835
20109,65.293980080441
20236,83.7818399609246
20100,82.1220739230873
20095,78.36997630819205
20159,73.38945325887786
20092,66.6976608016789
20120,66.68948862780722
20164,64.5760893316567
20125,65.31113352817505
20129,64.09722351447991
20261,67.31897108158162
20123,62.163584672481804
20108,65.29703994126132
20118,60.1933820817608
20114,62.922166197065245
20213,69.63521123202014
20134,60.389897395405924
20079,63.47197682839866
20086,66.19338799579992
20140,58.79041477585018
20133,59.321552640977195
20132,59.487427182778944
20210,69.59444189721721
20139,58.10667270206544
20144,52.64121183091925
20161,55.48391988030896
20137,54.756415969766195
20148,63.521480336000614
20124,53.459904266745724
20160,52.966015551511234
20158,55.898836209104346
20117,50.70688817458418
20145,53.671696154292775
20142,56.73878899884784
20119,68.94881474868902
20166,48.339906955624656
20257,53.06607854461481
20157,49.311299078299356
20203,47.285464342756335
20155,48.224138879451615
20153,49.50696781660821
20286,47.95069803075529
20152,50.84956291636771
20151,43.11561792265525
20138,40.830648631903024
20102,38.40430032242716
20162,42.13045497176162
20237,46.047042441367346
20146,43.680661994749784
20167,40.80422380593082
20181,38.338077876836664
20192,41.87804173530571
20177,37.28844568217886
20176,37.28087217047616
20180,36.700495008721305
20198,37.26312281518592
20205,35.892746173804724
20175,36.674715361600896
20182,36.013012065280236
20193,35.47347345973225
20184,36.074068686938716
20202,34.790954261885275
20201,32.030641203006304
20227,37.384434783489255
20179,33.74468541778002
20197,31.34748767233035
20189,35.14563412162792
20200,34.14730169278519
20235,34.667799169588235
20187,33.862132959302215
20196,35.69484988855849
20206,32.25707513556934
20188,33.25250487126737
20208,31.174731908935186
20266,33.12846698014121
20218,30.957706662288818
20209,28.67947805993738
20232,32.51443841966604
20389,29.763576111428097
20215,28.918270549712986
20355,31.818900926721554
20224,29.54277440272142
20233,30.24645688191059
20168,25.346875322345902
20364,29.09540847149
20212,28.472982554615385
20414,28.834890095927406
20183,26.154985855143252
20220,25.405878714347725
20297,24.846445551055997
20262,24.979084861040903
20219,24.546820255700467
20211,25.185732930688765
20440,27.57397877509217
20306,24.20673757168012
20442,27.86350964433842
20323,25.93336587147823
20246,22.8439790044756
20313,23.0738675575264
20240,23.54445854346044
20649,22.131869680792363
20238,22.22087395310973
20226,22.872202153231093
20222,22.639303179555753
20231,22.392912030661783
20254,23.674329348664322
20241,22.441778169058853
20263,21.59921758534403
20225,21.3164864823152
20259,21.764394397756536
20249,20.566674621117286
20251,21.467024577062272
20267,21.168847646468727
20207,21.274037113022967
20458,22.754647755100475
20253,21.460452748682997
20321,19.539472099873684
20230,20.94774396669564
20216,21.92945078815414
20270,21.32321762424396
20271,20.493830650682842
20239,21.544455721714506
20476,22.40049419386913
20276,19.38994323800849
20316,21.55641318180677
20244,19.87260310694782
20296,18.045599320516118
20275,19.911973046251724
20264,18.265278204505062
20252,20.199306631976285
20277,18.725476863386106
20311,19.212604433757463
20278,18.0405895686088
20273,18.14424448589689
20351,19.665769212313144
20268,18.51899778461739
20256,18.27649614054271
20395,17.543000728628336
20282,19.311315182916502
20344,18.538707266649457
20340,19.10172880598163
20548,18.923714813959187
20300,17.174271108845176
20314,17.013601108454484
20348,17.741602620968703
20303,17.852122141648135
20310,17.021104516876292
20284,17.307901278377365
20291,16.961166434753473
20272,17.28334612839867
20309,16.228797375243033
20352,16.320068799434925
20319,16.446254733496687
20280,16.765582039149507
20298,17.683763863330288
20288,16.29821882137756
20281,16.751810769220743
20691,18.00734827950334
20290,17.842340587538867
20525,17.24044309748364
20342,15.964385891919882
20315,15.831256801866893
